model_name,n_subjects,total_distance,dis_perc_gs,dis_perc_ge,dis_perc_gm,dis_perc_ss,dis_ws_rt_gs,dis_ws_rt_ge,dis_ws_rt_se,dis_ks_rt_gs,dis_ks_rt_se,dis_ssd_mean
6p_v10_Filtered,3567,3.4030054406347006,0.01778590812389549,0.021087557517256834,0.0346505651449649,0.01998371680578617,0.027628579411033048,0.15654434588124405,0.06341032936002908,0.08202174658809903,0.18855244571739663,2.7913402460849954
